Question,Answer
PC용 FAN페이(앱카드) 기 가입자 결제 비밀번호 오류인 경우에 오류 메시지는 어떻게 보여지나요?,"- 1회 오류: FAN페이(앱카드) 결제비밀번호를 1회 틀리셨습니다. 3회 연속 잘못 입력하시면 PC용 FAN페이 이용등록을 다시 진행하셔야 합니다.
- 2회 오류: FAN페이(앱카드) 결제비밀번호를 2회 틀리셨습니다. 3회 연속 잘못 입력하시면 PC용 FAN페이 이용등록을 다시 진행하셔야 합니다.
- 3회 오류: FAN페이(앱카드) 결제비밀번호 입력횟수가 초과되었습니다. FAN페이 비밀번호를 분실하신 분은 신한FAN페이(앱카드) 앱에서 비밀번호를 재설정 해주세요."
PC용 FAN페이(앱카드) 결제카드 변경이 가능한가요?,PC용 FAN페이(앱카드) 결제화면에서 ‘결제비밀번호’를 누르면 FAN에 등록된 결제카드가 선택될 수 있도록 노출됩니다. 이 때 원하시는 카드를 선택하신 후 ‘결제’ 버튼을 선택하시면 해당 카드로 결제 가능합니다. 
"일반결제, Smart결제, 패스워드간편결제를 선택했는데 FAN페이(앱카드)를 이용한 결제방법 안내가 계속 나옵니다. ",편리하고 안전하며 다양한 혜택이 있는 신한 FAN페이(앱카드)를 안내하고자 노출되는 화면으로 고객께서 기존 결제를 원하시는 경우 ‘결제 계속하기’를 선택하시면 됩니다. 고객께서 현재 이용하시는 PC에서 PC용 FAN페이(앱카드)를 이미 가입한 경우에는 유도화면이 나오지 않습니다. 
PC방 등에서 FAN페이(앱카드)를 결제하는 경우 어떻게 결제해야 고객정보가 등록되지 않나요?,"PC방에서 사용하실 경우 FAN페이(앱카드)로 결제는 하시되, PC용 FAN페이 약관에 동의하지 않으면 고객정보가 등록되지 않습니다. PC방 등 공용 PC에서의 서비스 가입은 삼가시고, 결제를 하실 경우에는 FAN 앱 실행을 통해 결제하시면 어떠한 정보도 남지 않습니다. "
(보안프로그램 설치) 기존 간편결제 서비스와 패스워드(PW) 간편결제 이용 시 차이점은 무엇인가요?,"① 일반결제 - ▶30만원 미만 : 카드번호, CVC, 일반결제 비밀번호 (설정에 따라 공인인증서 인증 추가)
                   ▶30만원 이상 : 카드번호, CVC, 공인인증서 또는 일반결제비밀번호+ARS인증 
② 스마트결제 - ▶30만원 미만 : ID, 생년월일, SMS 인증 또는 공인인증서
                     ▶30만원 이상 : ID, 생년월일, 공인인증서 또는 ARS인증 
③ FAN페이(앱카드) - ▶30만원 미만 : 결제비밀번호 또는 공인인증서
                            ▶30만원 이상 : [앱 안심인증을 한 경우]결제비밀번호(6자리) 또는 공인인증서,
                                                 [앱 안심인증을 안한 경우]결제비밀번호(6자리)+ARS인증 또는 공인인증서
④ 패스워드 간편결제 - ▶금액무관 : 패스워드 입력"
(보안프로그램 무설치) 기존 결제서비스와 무설치 방식의 패스워드간편결제 이용시 차이점은 무엇인가요?,"① 일반결제 - ▶30만원 미만 : 카드번호, CVC, 일반결제 비밀번호 (설정에 따라 공인인증서 인증 추가)
                  ▶30만원 이상 : 카드번호, CVC, 공인인증서 또는 안심클릭 비밀번호+ARS인증 
② 스마트결제 - ▶30만원 미만 : ID, 생년월일, SMS 인증 또는 공인인증서
                     ▶30만원 이상 : ID, 생년월일, 공인인증서 또는 ARS인증
③ FAN페이(앱카드) - ▶30만원 미만 : 결제비밀번호(6자리) 또는 공인인증서      
                            ▶30만원 이상 : [앱 안심인증을 한 경우]결제비밀번호(6자리) 또는 공인인증서, 
                                                 [앱 안심인증을 안한 경우]결제비밀번호(6자리)+ARS인증 또는 공인인증서
④ 패스워드 간편결제 - ▶금액무관 : 본인 지정 PC + 본인 설정 패스워드 입력⑤ 무설치 방식 패스워드 간편결제 
                            - ▶금액무관 : FAN에서 ‘패스워드 6자리 +  생년월일 중 2자리’ 생성하여,  
                                              [PC결제화면] ‘패스워드 6자리 + 생년월일 중 2자리’ 입력"
"(보안프로그램 무설치) 보안프로그램을 설치하여 패스워드 간편결제를 이용하던 PC에서는 무설치 방식의 패스워드 간편결제를 확인할 수 없는데, 어떻게 하면 이용가능한가요?","보안프로그램을 설치하고 이용하시면 보다 안전하게 서비스를 이용하실 수 있습니다. 보안프로그램이 미설치된 PC에서만 무설치 방식의 패스워드 간편결제를 확인할 수 있고, 보안프로그램이 설치된 PC에서는 기존의 패스워드 간편결제만 이용하실 수 있습니다. "
(보안프로그램 무설치) 패스워드(PW) 간편결제 이용 절차는 어떻게 되나요?,무설치 방식의 패스워드 간편결제는 앱카드에서 패스워드 생성 후 PC 결제화면에서 ‘1회용 패스워드+생년월일 중 2자리’를 입력하는 절차로 결제가 완료됩니다. FAN에서 패스워드 생성하기- ‘패스워드 6자리+생년월일 중 2자리’ 생성PC 결제 화면에 입력(무설치 PC)패스워드 간편결제 선택 ‘패스워드 6자리+생년월일 중 2자리’ 입력하여 결제 완료
(보안프로그램 무설치) 모바일(스마트폰 등)에서도 이용 가능한가요?,보안프로그램 무설치 방식의 패스워드 간편결제는 PC에서만 이용 가능합니다. ※ 모바일 이용 시 앱카드 이용 
(보안프로그램 무설치) 기존 보안프로그램을 설치하여 본인이 직접 패스워드 지정 후 패스워드 간편결제를 이용하던 고객은 별도 가입 절차 없이 무설치 방식의 패스워드 간편결제를 이용할 수 있나요?,"① 설치방식의 패스워드 간편결제를 등록한 PC에서 사용하고자 할 경우 가능한 기존의 설치방식의 패스워드 간편결제를 이용하시면 보다 안전하게 결제하실 수 있습니다. 
② 설치방식의 패스워드 간편결제를 등록하지 않은 PC에서 사용하고자 할 경우(아래 2가지 중 선택)- PC추가 지정 방식- 무설치 방식의 패스워드 간편결제 선택 가능: FAN페이(앱카드) 가입 후 무설치 방식의 패스워드 간편결제에 가입하시면 이용 가능합니다."
(보안프로그램 설치) 알뜰폰 사용자도 가입 가능한가요?,본인명의의 알뜰폰 사용자도 가입 가능합니다. 
(보안프로그램 설치) 패스워드(PW) 간편결제 서비스가 가능한 카드 종류에는 어떤 것이 있나요?,"본인명의 신용카드, 체크카드, 기명식 선불카드, 개인명의 법인카드 등이 있습니다.(단, 법인명의 법인카드, 기프트카드, 신한BC카드 제외) "
(보안프로그램 설치) 본인명의의 휴대폰이 없는 경우 가입이 가능한가요?,"휴대폰 인증의 경우 본인명의 휴대폰에서만 가입 가능합니다. 본인명의 휴대폰이 아닐 경우, 공인인증서로 패스워드(PW) 간편결제 가입 및 이용이 가능합니다.  단, 일부 안드로이드 폰에 한하여 FAN의 경우 후불교통카드 인증(터치온)을 통한 가입이 가능합니다."
"(보안프로그램 설치) PC방 등에서 ‘이용PC추가’를 한 경우, 해당 이용 PC에서 해지할 수 있나요?","해지의 경우 패스워드 단위로 이뤄지기 때문에 특정 PC만을 지정 해지할 수는 없습니다. PC지정 해지를 원하시는 경우, 패스워드 간편결제 해지 후 재등록하여 주시기 바랍니다. "
"(보안프로그램 설치) 노트북을 사용하는 경우, 노트북 사용 장소가 바뀔 경우 다시 가입해야 하나요?",아닙니다. 노트북의 하드디스크가 변경되거나 네트워크 카드를 교체하지 않는 이상 이용 가능합니다. 
(보안프로그램 설치) 결제카드 변경이 가능한가요?,"네, 가능합니다. 결제카드를 변경하시면 변경된 카드로 결제가 이루어집니다. "
(보안프로그램 설치) 여러 대의 PC에서 패스워드(PW) 간편결제를 이용할 수 있나요?,하나의 패스워드 당 5대의 PC 지정이 가능합니다. PC 6대 이상을 지정하는 경우 사용 빈도가 낮은 PC부터 지정이 취소됩니다.
(보안프로그램 설치) 패스워드(PW) 간편결제 이용 시 여러 장의 카드 등록이 가능한가요?,패스워드 간편결제는 하나의 패스워드 당 하나의 카드만 등록 가능합니다. ※ ’카드변경등록’을 통해 결제카드 변경은 가능합니다. 
(보안프로그램 설치) 패스워드(PW) 간편결제 이용 절차는 어떻게 되나요?,① 패스워드 간편결제 선택 ② 패스워드 입력 및 결제완료 
(보안프로그램 설치) 패스워드(PW) 간편결제 가입 절차는 어떻게 되나요?,"① 패스워드 간편결제 선택② 약관 동의③ 주민등록번호, 카드정보(카드번호, 유효기간, 카드고유확인번호, 카드비밀번호) 입력④ 휴대폰 본인인증 또는 공인인증서 인증⑤ 패스워드 설정 및 PC자동 등록⑥ 가입 완료 및 결제 진행 "
(보안프로그램 설치) 패스워드(PW) 간편결제의 가입조건은 어떻게 되나요?,"- 본인명의 신용카드, 체크카드, 기명식 선불카드, 개인명의 법인카드 소지 회원   
  ※ 법인명의 법인카드, 기프트카드, 신한BC카드 제외
- 휴대폰 본인인증 또는 공인인증서를 통한 본인인증 가능 회원
  ※ 휴대폰 본인인증의 경우 본인명의 휴대폰만 가능"
(보안프로그램 설치) 모바일(스마트폰 등)에서도 이용 가능한가요?,패스워드(PW) 간편결제는 PC기반의 서비스로 모바일에서는 이용하실 수 없습니다.  
"(보안프로그램 설치) 패스워드(PW) 간편결제를 등록하려면 기존 안심클릭(일반결제), 스마트결제 이용 회원도 재등록해야 하나요?","기존 서비스들과 별도 서비스로서, EXE보안 프로그램이 변경되면서 신설된 간편결제 방식으로, 앱티브X 보안 프로그램을 사용하며 신규등록이 반드시 필요합니다. 패스워드(PW) 간편결제는 기존 공인인증서, SMS, ARS 인증 등이 불필요한 새로운 형태의 간편결제 서비스로 카드정보와 본인인증(휴대폰 인증 또는 공인인증서 등)을 통해 패스워드 설정 후 사용하실 수 있습니다. "
등록 카드수의 제한이 있나요? ,"카드 등록수의 제한은 없습니다. 고객님이 소지하신 모든 신한카드를 등록할 수 있습니다(무기명 선불카드, 법인명의 법인카드 제외)."
가족/법인카드는 등록이 가능한가요? ,"가족/법인카드도 등록이 가능합니다. 단 카드 소지자와 스마트폰 명의자가 일치해야 하며, 법인카드는 개인명의 카드만 등록 가능합니다. "
타인 명의의 스마트폰은 가입이 안되나요? ,"타인명의 스마트폰의 경우,
① 카드회원 가입시 터치온 인증이나 은행창구에 방문하여 본인확인을 받고 가입가능합니다.
② 일반회원 가입시 본인명의 휴대폰이 아니면 가입이 불가능합니다.
법인명의 스마트폰의 경우, 안전한 거래를 위해 가입이 불가능합니다. "
신용카드 등록시 에러가 납니다,등록 하시려는 신용카드가 정상 이용 가능한 카드인지 확인 부탁드립니다. 신용카드가 정상 상태임에도 안될 경우 앱 혹은 서버의 문제일 수 있습니다. 자세한 사항은 모바일 고객센터(☎ 1544-9955)로 문의 바랍니다.
신한 FAN페이(앱카드) 가입 대상은 어떻게 되나요? ,"- 대상고객: 개인 신용/체크, 개인명의 법인카드, 기명화된 선불카드 소지 고객※ 가족/법인카드 이용자도 등록 가능하며, 단 카드 소지자와 휴대폰 명의자가 일치해야 합니다- 대상카드: 상품 제한 없음(모든 개인 신용/체크, 개인명의 법인, 기명식 선불카드 등록 가능)※ BC카드는 제외됩니다.
-대상 휴대폰: 본인명의 안드로이드폰 및 아이폰 소지 고객(통신사, 유심 종류 무관) "
"PC용 FAN페이(앱카드)를 신규 가입하려면 기존 FAN페이(앱카드), 안심클릭(일반결제), 스마트결제, 패스워드간편결제 이용회원도 재등록해야 하나요?","PC용 FAN페이(앱카드)는 신한 FAN 설치 후 가입한 고객에 대해 가입된 PC에서 FAN페이 결제비밀번호로 결제할 수 있는 서비스입니다. 기존 결제방식과 별도로 신규 등록이 필요하며, 신규 등록은 가입하려는 PC에서 FAN페이 최초 1회 결제 시 약관 동의로 가입 가능합니다.
※ 최초 1회 가입 시에는 FAN 앱 구동 및 QR코드 또는 결제코드를 통한 결제만 가능하며, 이후에는 등록된 PC에서 결제비밀번호 입력만으로 결제 가능합니다."
"앱 안심인증 요청 결과, '3406'이라는 오류코드가 발생합니다","해외에서의 부정사용을 예방하기 위해, 서버와 휴대폰의 시간대는 일치해야 합니다. 해당 오류는 서버와 휴대폰 상호간의 시간대가 맞지 않아 발생하는 내용입니다. 따라서, 고객님의 휴대폰에 설정된 시간대를 확인해주시고 휴대폰의 날짜 및 시간 설정 메뉴에서 네트워크에서 제공하는 자동 시간대 사용을 설정해주세요. 그리고, 신한 FAN을 재구동해주세요. "
